County,State,Commodity,Value
Amherst,VA,Strawberries,2.0
Amite,MS,Berry totals,241113.0
Amite,MS,Blackberries,6.0
Amite,MS,Blueberries,116.0
Amite,MS,Fruit & tree nut totals,273023.0
Amite,MS,Non-citrus totals,12.0
Amite,MS,Orchards,22.0
Amite,MS,Peaches,8.0
Amite,MS,Pears,24.0
Amite,MS,Pecans,12.0
Amite,MS,Plums,10.0
Amite,MS,Plums & prunes,10.0
Amite,MS,Tree nut totals,6.0
Anchorage,AK,Apples,26.0
Anchorage,AK,"Berries, other",10.0
Anchorage,AK,Berry totals,58078.0
Anchorage,AK,Blackberries,2.0
Anchorage,AK,Blueberries,12.0
Anchorage,AK,Cherries,6.0
Anchorage,AK,Currants,23.0
Anchorage,AK,Fruit & tree nut totals,92042.0
Anchorage,AK,Grapes,4.0
Anchorage,AK,Non-citrus totals,37.0
Anchorage,AK,Orchards,37.0
Anchorage,AK,Raspberries,56.0
Anchorage,AK,Strawberries,34.0
Anderson,KS,Apples,2.0
Anderson,KS,Berry totals,16.0
Anderson,KS,Blackberries,6.0
Anderson,KS,Blueberries,4.0
Anderson,KS,Chestnuts,2.0
Anderson,KS,Fruit & tree nut totals,52015.0
Anderson,KS,Grapes,34.0
Anderson,KS,Non-citrus totals,10.0
Anderson,KS,Orchards,32.0
Anderson,KS,Pears,4.0
Anderson,KS,Pecans,4.0
Anderson,KS,Strawberries,3.0
Anderson,KS,Tree nut totals,4.0
Anderson,KS,Walnuts,2.0
Anderson,KY,Apples,48.0
Anderson,KY,Apricots,3.0
Anderson,KY,Berry totals,11027.0
Anderson,KY,Blackberries,33.0
Anderson,KY,Blueberries,18.0
Anderson,KY,Cherries,10.0
Anderson,KY,Fruit & tree nut totals,127036.0
Anderson,KY,Grapes,11.0
Anderson,KY,Kiwifruit,5.0
Anderson,KY,Nectarines,4.0
Anderson,KY,Non-citrus totals,77.0
Anderson,KY,Orchards,85.0
Anderson,KY,Peaches,16.0
Anderson,KY,Pears,23.0
Anderson,KY,Plums,12.0
Anderson,KY,Plums & prunes,12.0
Anderson,KY,Raspberries,6.0
Anderson,KY,Strawberries,3.0
Anderson,KY,Tree nut totals,2.0
Anderson,KY,"Tree nuts, other",2.0
Anderson,SC,Almonds,14.0
Anderson,SC,Apples,97.0
Anderson,SC,Berry totals,508158.0
Anderson,SC,Blackberries,36.0
Anderson,SC,Blueberries,344.0
Anderson,SC,Boysenberries,12.0
Anderson,SC,Cherries,14.0
Anderson,SC,Elderberries,4.0
Anderson,SC,Figs,12.0
Anderson,SC,Fruit & tree nut totals,110.0
Anderson,SC,Grapes,167.0
Anderson,SC,Hazelnuts,2.0
Anderson,SC,Kiwifruit,10.0
Anderson,SC,Non-citrus totals,391.0
Anderson,SC,Orchards,428.0
Anderson,SC,Peaches,174.0
Anderson,SC,Pears,39.0
Anderson,SC,Pecans,114.0
Anderson,SC,Persimmons,2.0
Anderson,SC,Plums,18.0
Anderson,SC,Plums & prunes,18.0
Anderson,SC,Pomegranates,6.0
Anderson,SC,Raspberries,58.0
Anderson,SC,Strawberries,21.0
Anderson,SC,Tree nut totals,285.0
Anderson,SC,Walnuts,2.0
Anderson,TN,Apples,25.0
Anderson,TN,Berry totals,18049.0
Anderson,TN,Blackberries,14.0
Anderson,TN,Blueberries,56.0
Anderson,TN,Cherries,6.0
Anderson,TN,Chestnuts,24.0
Anderson,TN,Elderberries,12.0
Anderson,TN,Figs,2.0
Anderson,TN,Fruit & tree nut totals,102018.0
Anderson,TN,Grapes,15.0
Anderson,TN,Hazelnuts,4.0
Anderson,TN,Non-citrus totals,41.0
Anderson,TN,Orchards,64.0
Anderson,TN,Peaches,23.0
Anderson,TN,Pears,16.0
Anderson,TN,Pecans,35.0
Anderson,TN,Raspberries,8.0
Anderson,TN,Strawberries,2.0
Anderson,TN,Tree nut totals,43.0
Anderson,TN,Walnuts,2.0
Anderson,TX,Apples,4.0
Anderson,TX,Apricots,2.0
Anderson,TX,Aronia berries,4.0
Anderson,TX,Berry totals,39048.0
Anderson,TX,Blackberries,28.0
Anderson,TX,Blueberries,22.0
Anderson,TX,Boysenberries,3.0
Anderson,TX,Figs,3.0
Anderson,TX,Fruit & tree nut totals,351051.0
Anderson,TX,Grapes,40.0
Anderson,TX,Nectarines,4.0
Anderson,TX,Non-citrus totals,128.0
Anderson,TX,Olives,4.0
Anderson,TX,Orchards,378.0
Anderson,TX,Peaches,111.0
Anderson,TX,Pears,56.0
Anderson,TX,Pecans,602.0
Anderson,TX,Persimmons,4.0
Anderson,TX,Plums,13.0
Anderson,TX,Plums & prunes,13.0
Anderson,TX,Pomegranates,2.0
Anderson,TX,Strawberries,3.0
Anderson,TX,Tree nut totals,448.0
Anderson,TX,"Tree nuts, other",2.0
Andrew,MO,Apples,16.0
Andrew,MO,Aronia berries,12.0
Andrew,MO,Berry totals,18.0
Andrew,MO,Blackberries,4.0
Andrew,MO,Blueberries,10.0
Andrew,MO,Cherries,14.0
Andrew,MO,Chestnuts,3.0
Andrew,MO,Fruit & tree nut totals,7.0
Andrew,MO,Hazelnuts,2.0
Andrew,MO,Non-citrus totals,19.0
Andrew,MO,Orchards,18.0
Andrew,MO,Peaches,4.0
Andrew,MO,Pears,42.0
Andrew,MO,Pecans,32.0
Andrew,MO,Plums,15.0
Andrew,MO,Plums & prunes,15.0
Andrew,MO,Tree nut totals,20.0
Andrews,TX,Fruit & tree nut totals,8.0
Andrews,TX,Orchards,76.0
Andrews,TX,Pecans,144.0
Andrews,TX,Tree nut totals,72.0
Androscoggin,ME,Apples,557.0
Androscoggin,ME,Berry totals,719162.0
Androscoggin,ME,Blackberries,6.0
Androscoggin,ME,Blueberries,112.0
Androscoggin,ME,Cherries,8.0
Androscoggin,ME,Cranberries,2.0
Androscoggin,ME,Fruit & tree nut totals,12062052.0
Androscoggin,ME,Grapes,34.0
Androscoggin,ME,Non-citrus totals,1150.0
Androscoggin,ME,Orchards,600.0
Androscoggin,ME,Peaches,24.0
Androscoggin,ME,Pears,12.0
Androscoggin,ME,Raspberries,66.0
Androscoggin,ME,Strawberries,70.0
Angelina,TX,Apples,2.0
Angelina,TX,Berry totals,147135.0
Angelina,TX,Blackberries,14.0
Angelina,TX,Blueberries,110.0
Angelina,TX,Boysenberries,2.0
Angelina,TX,Citrus totals,2.0
Angelina,TX,Figs,2.0
Angelina,TX,Fruit & tree nut totals,180022.0
Angelina,TX,Grapes,4.0
Angelina,TX,Lemons,2.0
Angelina,TX,Non-citrus totals,21.0
Angelina,TX,"Non-citrus, other",4.0
Angelina,TX,Orchards,128.0
Angelina,TX,Pears,6.0
Angelina,TX,Pecans,168.0
Angelina,TX,Tree nut totals,111.0
Anne arundel,MD,Apples,26.0
Anne arundel,MD,Berry totals,27.0
Anne arundel,MD,Blackberries,8.0
Anne arundel,MD,Blueberries,4.0
Anne arundel,MD,Fruit & tree nut totals,129020.0
Anne arundel,MD,Grapes,14.0
Anne arundel,MD,Non-citrus totals,193.0
Anne arundel,MD,Orchards,111.0
Anne arundel,MD,Peaches,24.0
Anne arundel,MD,Pears,33.0
Anne arundel,MD,Plums,4.0
Anne arundel,MD,Plums & prunes,4.0
Anne arundel,MD,Raspberries,4.0
Anne arundel,MD,Strawberries,13.0
Anoka,MN,Apples,70.0
Anoka,MN,Apricots,4.0
Anoka,MN,Berry totals,51.0
Anoka,MN,Blueberries,4.0
Anoka,MN,Cherries,2.0
Anoka,MN,Currants,10.0
Anoka,MN,Fruit & tree nut totals,91024.0
Anoka,MN,Grapes,16.0
Anoka,MN,Non-citrus totals,89.0
Anoka,MN,Orchards,61.0
Anoka,MN,Pears,8.0
Anoka,MN,Plums,6.0
Anoka,MN,Plums & prunes,6.0
Anoka,MN,Raspberries,33.0
Anoka,MN,Strawberries,31.0
Anson,NC,Almonds,4.0
Anson,NC,Apples,6.0
Anson,NC,Berry totals,15.0
Anson,NC,Blackberries,8.0
Anson,NC,Blueberries,8.0
Anson,NC,Cherries,4.0
Anson,NC,Citrus totals,4.0
Anson,NC,Fruit & tree nut totals,1424006.0
Anson,NC,Grapes,7.0
Anson,NC,Kumquats,4.0
Anson,NC,Non-citrus totals,12.0
Anson,NC,Orchards,11.0
Anson,NC,Peaches,14.0
Anson,NC,Pears,8.0
Anson,NC,Pecans,8.0
Anson,NC,Pomegranates,4.0
Anson,NC,Tree nut totals,4.0
Anson,NC,Walnuts,4.0
Antelope,NE,Apples,4.0
Antelope,NE,Berry totals,2.0
Antelope,NE,Non-citrus totals,4.0
Antelope,NE,Orchards,4.0
Antelope,NE,Raspberries,8.0
Antrim,MI,Apples,1653.0
Antrim,MI,Apricots,3.0
Antrim,MI,Aronia berries,36.0
Antrim,MI,"Berries, other",6.0
Antrim,MI,Berry totals,244264.0
Antrim,MI,Blackberries,25.0
Antrim,MI,Blueberries,36.0
Antrim,MI,Cherries,11713.0
Antrim,MI,Chestnuts,138.0
Antrim,MI,Cranberries,6.0
Antrim,MI,Fruit & tree nut totals,31898127.0
Antrim,MI,Grapes,77.0
Antrim,MI,Hazelnuts,12.0
Antrim,MI,Nectarines,2.0
Antrim,MI,Non-citrus totals,13455.0
Antrim,MI,Orchards,8393.0
Antrim,MI,Peaches,8.0
Antrim,MI,Pears,12.0
Antrim,MI,Plums,42.0
Antrim,MI,Plums & prunes,42.0
Antrim,MI,Raspberries,115.0
Antrim,MI,Strawberries,116.0
Antrim,MI,Tree nut totals,212.0
Antrim,MI,"Tree nuts, other",68.0
Apache,AZ,Apples,59.0
Apache,AZ,Apricots,12.0
Apache,AZ,Berry totals,2015.0
Apache,AZ,Cherries,32.0
Apache,AZ,Fruit & tree nut totals,112029.0
Apache,AZ,Grapes,8.0
Apache,AZ,Non-citrus totals,128.0
Apache,AZ,Orchards,142.0
Apache,AZ,Peaches,68.0
Apache,AZ,Pears,37.0
Apache,AZ,Strawberries,18.0
Appanoose,IA,Apples,2.0
Appanoose,IA,Berry totals,4.0
Appanoose,IA,Blackberries,4.0
Appanoose,IA,Fruit & tree nut totals,30015.0
Appanoose,IA,Grapes,2.0
Appanoose,IA,Non-citrus totals,2.0
Appanoose,IA,Orchards,38.0
Appanoose,IA,Raspberries,4.0
Appanoose,IA,Strawberries,4.0
Appanoose,IA,Tree nut totals,29.0
Appanoose,IA,"Tree nuts, other",12.0
Appanoose,IA,Walnuts,3.0
Appling,GA,Berry totals,8688791.0
Appling,GA,Blackberries,19.0
Appling,GA,Blueberries,7718.0
Appling,GA,Citrus totals,2.0
Appling,GA,Fruit & tree nut totals,13613228.0
Appling,GA,Grapes,4.0
Appling,GA,Non-citrus totals,6.0
Appling,GA,Orchards,3493.0
Appling,GA,Pecans,8638.0
Appling,GA,Pomegranates,2.0
Appling,GA,Tangerines,2.0
Appling,GA,Tree nut totals,4319.0
Appomattox,VA,Apples,6.0
Appomattox,VA,Berry totals,18.0
Appomattox,VA,Blackberries,4.0
Appomattox,VA,Blueberries,12.0
Appomattox,VA,Cherries,4.0
Appomattox,VA,Fruit & tree nut totals,59014.0
Appomattox,VA,Grapes,10.0
Appomattox,VA,Non-citrus totals,38.0
Appomattox,VA,Orchards,38.0
Appomattox,VA,Strawberries,8.0
Arapahoe,CO,Apples,8.0
Arapahoe,CO,Fruit & tree nut totals,48006.0
Arapahoe,CO,Grapes,6.0
Arapahoe,CO,Non-citrus totals,20.0
Arapahoe,CO,Orchards,31.0
Archer,TX,Apples,12.0
Archer,TX,Apricots,2.0
Archer,TX,Fruit & tree nut totals,2.0
Archer,TX,Non-citrus totals,26.0
Archer,TX,Orchards,49.0
Archer,TX,Peaches,10.0
Archer,TX,Pears,8.0
Archer,TX,Pecans,30.0
Archer,TX,Plums,2.0
Archer,TX,Plums & prunes,2.0
Archer,TX,Tree nut totals,16.0
Archer,TX,Walnuts,3.0
Archuleta,CO,Apples,29.0
Archuleta,CO,"Berries, other",3.0
Archuleta,CO,Berry totals,2.0
Archuleta,CO,Cherries,6.0
Archuleta,CO,Fruit & tree nut totals,83011.0
Archuleta,CO,Non-citrus totals,27.0
Archuleta,CO,Orchards,59.0
Archuleta,CO,Peaches,8.0
Archuleta,CO,Plums,4.0
Archuleta,CO,Plums & prunes,4.0
Archuleta,CO,Tree nut totals,2.0
Archuleta,CO,"Tree nuts, other",2.0
Arenac,MI,Apples,31.0
Arenac,MI,Berry totals,3.0
Arenac,MI,Cranberries,3.0
Arenac,MI,Fruit & tree nut totals,5.0
Arenac,MI,Non-citrus totals,31.0
Arenac,MI,Orchards,29.0
Arkansas,AR,Apples,6.0
Arkansas,AR,Berry totals,11.0
Arkansas,AR,Blackberries,8.0
Arkansas,AR,Fruit & tree nut totals,8.0
Arkansas,AR,Non-citrus totals,6.0
Arkansas,AR,Orchards,21.0
Arkansas,AR,Peaches,12.0
Arkansas,AR,Pecans,8.0
Arkansas,AR,Plums,6.0
Arkansas,AR,Plums & prunes,6.0
Arkansas,AR,Tree nut totals,4.0
Armstrong,PA,Apples,93.0
Armstrong,PA,Apricots,4.0
Armstrong,PA,Berry totals,58078.0
Armstrong,PA,Blackberries,2.0
Armstrong,PA,Blueberries,122.0
Armstrong,PA,Boysenberries,4.0
Armstrong,PA,Cherries,23.0
Armstrong,PA,Chestnuts,20.0
Armstrong,PA,Elderberries,3.0
Armstrong,PA,Fruit & tree nut totals,486041.0
Armstrong,PA,Grapes,34.0
Armstrong,PA,Hazelnuts,6.0
Armstrong,PA,Nectarines,4.0
Armstrong,PA,Non-citrus totals,157.0
Armstrong,PA,Orchards,111.0
Armstrong,PA,Peaches,58.0
Armstrong,PA,Pears,43.0
Armstrong,PA,Pecans,8.0
Armstrong,PA,Plums,4.0
Armstrong,PA,Plums & prunes,4.0
Armstrong,PA,Raspberries,61.0
Armstrong,PA,Strawberries,13.0
Armstrong,PA,Tree nut totals,24.0
Armstrong,PA,"Tree nuts, other",4.0
Armstrong,PA,Walnuts,4.0
Armstrong,TX,Fruit & tree nut totals,2.0
Armstrong,TX,Orchards,2.0
Armstrong,TX,Pecans,4.0
Armstrong,TX,Tree nut totals,2.0
Aroostook,ME,Apples,333.0
Aroostook,ME,"Berries, other",4.0
Aroostook,ME,Berry totals,583241.0
Aroostook,ME,Blueberries,161.0
Aroostook,ME,Cherries,18.0
Aroostook,ME,Chestnuts,6.0
Aroostook,ME,Currants,2.0
Aroostook,ME,Fruit & tree nut totals,1467084.0
Aroostook,ME,Grapes,4.0
Aroostook,ME,Nectarines,12.0
Aroostook,ME,Non-citrus totals,216.0
Aroostook,ME,Orchards,248.0
Aroostook,ME,Pears,66.0
Aroostook,ME,Plums,4.0
Aroostook,ME,Plums & prunes,4.0
Aroostook,ME,Raspberries,121.0
Aroostook,ME,Strawberries,73.0
Aroostook,ME,Tree nut totals,6.0
Ascension,LA,Berry totals,28.0
Ascension,LA,Blackberries,14.0
Ascension,LA,Blueberries,30.0
Ascension,LA,Citrus totals,50.0
Ascension,LA,Figs,20.0
Ascension,LA,Fruit & tree nut totals,18037.0
Ascension,LA,Grapefruit,14.0
Ascension,LA,Grapes,12.0
Ascension,LA,Limes,12.0
Ascension,LA,Non-citrus totals,21.0
Ascension,LA,Oranges,64.0
Ascension,LA,Orchards,89.0
Ascension,LA,Pecans,140.0
Ascension,LA,Persimmons,2.0
Ascension,LA,Tangerines,6.0
Ascension,LA,Tree nut totals,77.0
Ashe,NC,Apples,99.0
Ashe,NC,Berry totals,84091.0
Ashe,NC,Blackberries,26.0
Ashe,NC,Blueberries,112.0
Ashe,NC,Cherries,6.0
Ashe,NC,Figs,2.0
Ashe,NC,Fruit & tree nut totals,368063.0
Ashe,NC,Grapes,28.0
Ashe,NC,Non-citrus totals,94.0
Ashe,NC,Orchards,103.0
Ashe,NC,Peaches,52.0
Ashe,NC,Pears,20.0
Ashe,NC,Persimmons,4.0
Ashe,NC,Plums,6.0
Ashe,NC,Plums & prunes,6.0
Ashe,NC,Raspberries,71.0
Ashe,NC,Tree nut totals,2.0
Ashe,NC,"Tree nuts, other",2.0
Ashland,OH,Apples,48.0
Ashland,OH,Apricots,2.0
Ashland,OH,Berry totals,69097.0
Ashland,OH,Blackberries,35.0
Ashland,OH,Blueberries,126.0
Ashland,OH,Cherries,22.0
Ashland,OH,Currants,5.0
Ashland,OH,Elderberries,10.0
Ashland,OH,Fruit & tree nut totals,197037.0
Ashland,OH,Grapes,26.0
Ashland,OH,Hazelnuts,4.0
Ashland,OH,Non-citrus totals,106.0
Ashland,OH,Orchards,81.0
Ashland,OH,Peaches,51.0
Ashland,OH,Pears,52.0
Ashland,OH,Plums,4.0
Ashland,OH,Plums & prunes,4.0
Ashland,OH,Raspberries,58.0
Ashland,OH,Strawberries,19.0
Ashland,OH,Tree nut totals,19.0
Ashland,OH,"Tree nuts, other",8.0
Ashland,WI,Apples,7.0
Ashland,WI,Berry totals,17.0
Ashland,WI,Currants,6.0
Ashland,WI,Fruit & tree nut totals,91011.0
Ashland,WI,Grapes,2.0
Ashland,WI,Hazelnuts,10.0
Ashland,WI,Non-citrus totals,7.0
Ashland,WI,Orchards,22.0
Ashland,WI,Strawberries,6.0
Ashland,WI,Tree nut totals,10.0
Ashland,WI,Walnuts,2.0
Ashley,AR,Fruit & tree nut totals,4.0
Ashley,AR,Non-citrus totals,5.0
Ashley,AR,Orchards,5.0
Ashley,AR,Peaches,8.0
Ashley,AR,Pears,4.0
Ashtabula,OH,Apples,331.0
Ashtabula,OH,Aronia berries,8.0
Ashtabula,OH,Berry totals,120142.0
Ashtabula,OH,Blackberries,44.0
Ashtabula,OH,Blueberries,167.0
Ashtabula,OH,Cherries,34.0
Ashtabula,OH,Chestnuts,4.0
Ashtabula,OH,Elderberries,6.0
Ashtabula,OH,Fruit & tree nut totals,5740184.0
Ashtabula,OH,Grapes,1562.0
Ashtabula,OH,Hazelnuts,16.0
Ashtabula,OH,Non-citrus totals,1942.0
Ashtabula,OH,Orchards,1100.0
Ashtabula,OH,Peaches,60.0
Ashtabula,OH,Pears,109.0
Ashtabula,OH,Pecans,16.0
Ashtabula,OH,Plums,16.0
Ashtabula,OH,Plums & prunes,16.0
Ashtabula,OH,Raspberries,87.0
Ashtabula,OH,Strawberries,30.0
Ashtabula,OH,Tree nut totals,82.0
Ashtabula,OH,"Tree nuts, other",14.0
Ashtabula,OH,Walnuts,17.0
Asotin,WA,Apples,8.0
Asotin,WA,Apricots,4.0
Asotin,WA,Berry totals,6.0
Asotin,WA,Cherries,12.0
Asotin,WA,Fruit & tree nut totals,345016.0
Asotin,WA,Grapes,34.0
Asotin,WA,Nectarines,4.0
Asotin,WA,Non-citrus totals,60.0
Asotin,WA,Orchards,108.0
Asotin,WA,Peaches,22.0
Asotin,WA,Pears,18.0
Asotin,WA,Plums,9.0
Asotin,WA,Plums & prunes,9.0
Asotin,WA,Prunes,2.0
Asotin,WA,Raspberries,12.0
Atascosa,TX,Berry totals,121104.0
Atascosa,TX,Blackberries,26.0
Atascosa,TX,Citrus totals,28.0
Atascosa,TX,Fruit & tree nut totals,413077.0
Atascosa,TX,Grapefruit,32.0
Atascosa,TX,Grapes,28.0
Atascosa,TX,Lemons,10.0
Atascosa,TX,Limes,8.0
Atascosa,TX,Non-citrus totals,363.0
Atascosa,TX,Oranges,22.0
Atascosa,TX,Orchards,1080.0
Atascosa,TX,Peaches,273.0
Atascosa,TX,Pecans,400.0
Atascosa,TX,Plums,108.0
Atascosa,TX,Plums & prunes,108.0
Atascosa,TX,Pomegranates,6.0
Atascosa,TX,Strawberries,97.0
Atascosa,TX,Tangerines,2.0
Atascosa,TX,Tree nut totals,217.0
Atchison,KS,Apples,6.0
Atchison,KS,Berry totals,4.0
Atchison,KS,Blackberries,4.0
Atchison,KS,Chestnuts,2.0
Atchison,KS,Fruit & tree nut totals,81012.0
Atchison,KS,Grapes,32.0
Atchison,KS,Non-citrus totals,35.0
Atchison,KS,Orchards,41.0
Atchison,KS,Peaches,18.0
Atchison,KS,Plums,4.0
Atchison,KS,Plums & prunes,4.0
Atchison,KS,Raspberries,12.0
Atchison,KS,Tree nut totals,2.0
Atchison,MO,Berry totals,15010.0
Atchison,MO,Blackberries,8.0
Atchison,MO,Fruit & tree nut totals,15003.0
Atchison,MO,Raspberries,24.0
Athens,OH,Apples,98.0
Athens,OH,Berry totals,51.0
Athens,OH,Blackberries,10.0
Athens,OH,Blueberries,14.0
Athens,OH,Cherries,41.0
Athens,OH,Currants,2.0
Athens,OH,Elderberries,14.0
Athens,OH,Fruit & tree nut totals,154061.0
Athens,OH,Grapes,63.0
Athens,OH,Hazelnuts,2.0
Athens,OH,Non-citrus totals,203.0
Athens,OH,"Non-citrus, other",5.0
Athens,OH,Orchards,171.0
Athens,OH,Peaches,42.0
Athens,OH,Pears,74.0
Athens,OH,Pecans,4.0
Athens,OH,Plums,17.0
Athens,OH,Plums & prunes,17.0
Athens,OH,Raspberries,12.0
Athens,OH,Strawberries,26.0
Athens,OH,Tree nut totals,36.0
Athens,OH,"Tree nuts, other",8.0
Athens,OH,Walnuts,10.0
Atkinson,GA,Berry totals,3280242.0
Atkinson,GA,Blueberries,1388.0
Atkinson,GA,Figs,4.0
Atkinson,GA,Fruit & tree nut totals,3753049.0
Atkinson,GA,Non-citrus totals,29.0
Atkinson,GA,Orchards,261.0
Atkinson,GA,Peaches,20.0
Atkinson,GA,Pears,8.0
Atkinson,GA,Pecans,668.0
Atkinson,GA,Tree nut totals,334.0
Atlantic,NJ,Apples,148.0
Atlantic,NJ,"Berries, other",6.0
Atlantic,NJ,Berry totals,68958350.0
Atlantic,NJ,Blackberries,134.0
Atlantic,NJ,Blueberries,27720.0
Atlantic,NJ,Cherries,8.0
Atlantic,NJ,Chestnuts,2.0
Atlantic,NJ,Cranberries,2.0
Atlantic,NJ,Figs,2.0
Atlantic,NJ,Fruit & tree nut totals,70365133.0
Atlantic,NJ,Grapes,273.0
Atlantic,NJ,Nectarines,2.0
Atlantic,NJ,Non-citrus totals,261.0
Atlantic,NJ,Orchards,398.0
Atlantic,NJ,Peaches,28.0
Atlantic,NJ,Pears,76.0
Atlantic,NJ,Pecans,4.0
Atlantic,NJ,Persimmons,4.0
Atlantic,NJ,Plums,35.0
Atlantic,NJ,Plums & prunes,35.0
Atlantic,NJ,Raspberries,12.0
Atlantic,NJ,Strawberries,31.0
Atlantic,NJ,Tree nut totals,6.0
Atlantic,NJ,Walnuts,4.0
Atoka,OK,Apples,20.0
Atoka,OK,Apricots,2.0
Atoka,OK,Berry totals,2026.0
Atoka,OK,Blackberries,2.0
Atoka,OK,Blueberries,28.0
Atoka,OK,Fruit & tree nut totals,2272066.0
Atoka,OK,Grapes,12.0
Atoka,OK,Non-citrus totals,57.0
Atoka,OK,Orchards,3933.0
Atoka,OK,Peaches,24.0
Atoka,OK,Pears,24.0
Atoka,OK,Pecans,11641.0
Atoka,OK,Persimmons,2.0
Atoka,OK,Tree nut totals,7733.0
Attala,MS,Berry totals,7014.0
Attala,MS,Blackberries,2.0
Attala,MS,Blueberries,20.0
Attala,MS,Figs,12.0
Attala,MS,Fruit & tree nut totals,23017.0
Attala,MS,Grapes,2.0
Attala,MS,Non-citrus totals,28.0
Attala,MS,Orchards,22.0
Audrain,MO,Almonds,2.0
Audrain,MO,Apples,52.0
Audrain,MO,Berry totals,10023.0
Audrain,MO,Blackberries,6.0
Audrain,MO,Chestnuts,2.0
Audrain,MO,Fruit & tree nut totals,137029.0
Audrain,MO,Grapes,18.0
Audrain,MO,Hazelnuts,2.0
Audrain,MO,Non-citrus totals,46.0
Audrain,MO,Orchards,67.0
Audrain,MO,Pecans,4.0
Audrain,MO,Strawberries,14.0
Audrain,MO,Tree nut totals,3.0
Audrain,MO,"Tree nuts, other",3.0
Audrain,MO,Walnuts,2.0
Audubon,IA,Apples,3.0
Audubon,IA,Apricots,2.0
Audubon,IA,Fruit & tree nut totals,2.0
Audubon,IA,Non-citrus totals,3.0
Audubon,IA,Orchards,2.0
Audubon,IA,Pears,4.0
Audubon,IA,Tree nut totals,2.0
Audubon,IA,Walnuts,2.0
Auglaize,OH,Apples,2.0
Auglaize,OH,Berry totals,4.0
Auglaize,OH,Blackberries,2.0
Auglaize,OH,Fruit & tree nut totals,4.0
Auglaize,OH,Grapes,4.0
Auglaize,OH,Non-citrus totals,6.0
Auglaize,OH,Orchards,7.0
Auglaize,OH,Pears,4.0
Auglaize,OH,Strawberries,2.0
Augusta,VA,Apples,40.0
Augusta,VA,Apricots,4.0
Augusta,VA,Berry totals,251086.0
Augusta,VA,Blackberries,23.0
Augusta,VA,Blueberries,16.0
Augusta,VA,Cherries,13.0
Augusta,VA,Elderberries,4.0
Augusta,VA,Fruit & tree nut totals,985057.0
Augusta,VA,Grapes,254.0
Augusta,VA,Nectarines,2.0
Augusta,VA,Non-citrus totals,310.0
Augusta,VA,Orchards,196.0
Augusta,VA,Peaches,37.0
Augusta,VA,Pears,8.0
Augusta,VA,Plums,2.0
Augusta,VA,Plums & prunes,2.0
Augusta,VA,Raspberries,53.0
Augusta,VA,Strawberries,42.0
Austin,TX,Apples,2.0
Austin,TX,"Berries, other",2.0
Austin,TX,Berry totals,39.0
Austin,TX,Blackberries,16.0
Austin,TX,Blueberries,38.0
Austin,TX,Citrus totals,4.0
Austin,TX,Fruit & tree nut totals,492086.0
Austin,TX,Grapefruit,2.0
Austin,TX,Grapes,54.0
Austin,TX,Limes,2.0
Austin,TX,Non-citrus totals,74.0
Austin,TX,"Non-citrus, other",2.0
Austin,TX,Olives,2.0
Austin,TX,Orchards,822.0
Austin,TX,Peaches,47.0
Austin,TX,Pears,6.0
Austin,TX,Pecans,2597.0
Austin,TX,Persimmons,2.0
Austin,TX,Tangerines,2.0
Austin,TX,Tree nut totals,1294.0
Autauga,AL,Apples,2.0
Autauga,AL,Berry totals,14018.0
Autauga,AL,Blueberries,36.0
Autauga,AL,Figs,2.0
Autauga,AL,Fruit & tree nut totals,31.0
Autauga,AL,Grapes,24.0
Autauga,AL,Nectarines,4.0
Autauga,AL,Non-citrus totals,65.0
Autauga,AL,Orchards,304.0
Autauga,AL,Peaches,18.0
Autauga,AL,Pears,10.0
Autauga,AL,Pecans,614.0
Autauga,AL,Plums,17.0
Autauga,AL,Plums & prunes,17.0
Autauga,AL,Tree nut totals,457.0
Avery,NC,Apples,68.0
Avery,NC,Berry totals,71036.0
Avery,NC,Blueberries,74.0
Avery,NC,Cherries,6.0
Avery,NC,Chestnuts,6.0
Avery,NC,Fruit & tree nut totals,511022.0
Avery,NC,Grapes,29.0
Avery,NC,Non-citrus totals,171.0
Avery,NC,Orchards,99.0
Avery,NC,Pears,21.0
Avery,NC,Raspberries,8.0
Avery,NC,Tree nut totals,6.0
Avoyelles,LA,Fruit & tree nut totals,50.0
Avoyelles,LA,Orchards,521.0
Avoyelles,LA,Pecans,1945.0
Avoyelles,LA,Tree nut totals,967.0
Bacon,GA,Berry totals,15967759.0
Bacon,GA,Blackberries,276.0
Bacon,GA,Blueberries,19496.0
Bacon,GA,Fruit & tree nut totals,16685128.0
Bacon,GA,Grapes,18.0
Bacon,GA,Non-citrus totals,18.0
Bacon,GA,Orchards,568.0
Bacon,GA,Pecans,1782.0
Bacon,GA,Tree nut totals,891.0
Baker,FL,"Berries, other",4.0
Baker,FL,Berry totals,7.0
Baker,FL,Blueberries,12.0
Baker,FL,Citrus totals,4.0
Baker,FL,Fruit & tree nut totals,66035.0
Baker,FL,Grapes,36.0
Baker,FL,Non-citrus totals,39.0
Baker,FL,Orchards,86.0
Baker,FL,Peaches,12.0
Baker,FL,Pears,34.0
Baker,FL,Pecans,168.0
Baker,FL,Plums,4.0
Baker,FL,Plums & prunes,4.0
Baker,FL,Tangerines,4.0
Baker,FL,Tree nut totals,84.0
Baker,GA,Berry totals,6.0
Baker,GA,Blueberries,8.0
